Prompt,Actual,Expected,Precision,Recall,F1
'What are some popular movies with an environmental theme or focusing on ecological issues?',9,65,0.2222222222222222,0.1428571428571428,0.1739130434782608
'What are some examples of epic movies?',5,316,0.8,0.25,0.3809523809523809
'What are some popular erotic movies?',5,456,0.8,0.25,0.3809523809523809
'What are some popular movies related to the espionage theme?',7,356,0.5714285714285714,0.25,0.3478260869565217
'What are some movies that deal with ethnic conflict as a central theme?',5,254,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies that involve the theme of evolution?',9,9,0.3333333333333333,0.3333333333333333,0.3333333333333333
'What are some excellent movies that you would recommend?',7,665,0.2857142857142857,0.1428571428571428,0.1904761904761904
'What are some movies known for having excellent script?',5,1520,0.4,0.1428571428571428,0.2105263157894736
'What are some movies known for their exceptional acting?',5,680,0.6,0.2,0.3
'What are some exciting movies that you would recommend?',5,349,0.8,0.25,0.3809523809523809
'What are some movies that explore existential themes or are related to the concept of existentialism?',6,1421,0.6666666666666666,0.25,0.3636363636363636
'What are some popular movies featuring explosive scenes or actions?',7,249,0.1428571428571428,0.0769230769230769,0.1
'What are some factual movies that focus on true events or stories?',5,453,0.8,0.25,0.3809523809523809
'fairy tale',5,422,0.6,0.2,0.3
'What are some popular movies based on fairy tales?',5,130,0.8,0.25,0.3809523809523809
'fake documentary',5,91,0.8,0.25,0.3809523809523809
'What are some popular family-friendly movies?',7,2373,0.7142857142857143,0.2941176470588235,0.4166666666666667
'What are some movies that focus on family bonds and relationships?',6,219,0.3333333333333333,0.1428571428571428,0.2
'family drama',5,745,0.6,0.2,0.3
'What are some popular fantasy movies?',5,844,0.2,0.0769230769230769,0.1111111111111111
'fantasy world',5,1261,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies that can be classified as farces?',5,476,0.2,0.0769230769230769,0.1111111111111111
'What are some movies related to the theme of fascism?',5,226,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies related to the fashion industry?',5,91,0.2,0.0769230769230769,0.1111111111111111
'fast paced',5,1108,1.0,0.2941176470588235,0.4545454545454545
'What are some movies that depict a strong father-daughter relationship?',5,173,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that explore the father-son relationship dynamic?',6,173,0.3333333333333333,0.1428571428571428,0.2
'What are some movies that explore the father-son relationship dynamic?',5,66,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the FBI or featuring FBI agents?',5,99,0.2,0.0769230769230769,0.1111111111111111
'feel good movie',4,899,0.5,0.1428571428571428,0.2222222222222222
'What are some feel-good movies that can lift your spirits and bring happiness?',5,1657,0.2,0.0769230769230769,0.1111111111111111
'fight scenes',5,1558,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies that involve fighting as a central theme?',6,621,0.5,0.2,0.2857142857142857
'fighting the system',5,261,0.2,0.0769230769230769,0.1111111111111111
'What are some movies related to figure skating?',5,5,0.4,0.4,0.4000000000000001
'What are some popular film noir movies?',5,334,0.6,0.2,0.3
'What are some Finnish movies or films that you can recommend?',5,182,0.4,0.1428571428571428,0.2105263157894736
'What movie is related to the tag 'firefly'?',2,66,0.0,0.0,0.0
'What are some popular movies related to the theme of first contact?',5,520,0.8,0.25,0.3809523809523809
'What are some popular movies related to the theme of fish?',8,45,0.375,0.2,0.2608695652173913
'flashbacks',0,66,0.0,0.0,0.0
'What are some popular movies that have food as a central theme or feature prominently?',5,36,0.6,0.2,0.3
'Football-related movies',5,63,0.8,0.25,0.3809523809523809
'Forceful movies',6,1185,0.3333333333333333,0.1428571428571428,0.2
'What are some popular foreign movies that have gained significant recognition and appreciation?',5,1111,0.2,0.0769230769230769,0.1111111111111111
'What are some movies known for their use of foul language?',6,425,0.5,0.2,0.2857142857142857
'What are some movies related to the theme of the Fountain of Youth?',5,28,0.4,0.1428571428571428,0.2105263157894736
'What are some popular French movies?',5,426,0.0,0.0,0.0
'What are some popular movie franchises?',5,1001,0.0,0.0,0.0
'What are some movies directed by Francis Ford Coppola?',7,43,0.1428571428571428,0.0769230769230769,0.1
'What are some movies that deal with the theme of free speech?',5,57,0.0,0.0,0.0
'What are some free to download movies related to the tag 'free to download'?',7,115,0.0,0.0,0.0
'What are some popular movies that revolve around the theme of freedom?',5,101,0.4,0.1428571428571428,0.2105263157894736
'What are some popular French movies that have gained international recognition?',5,405,0.0,0.0,0.0
'What are some popular movies that depict strong friendships?',5,1563,0.6,0.2,0.3
'What are some frightening movies that you would recommend?',5,168,0.0,0.0,0.0
'What are some fun movies that people usually enjoy watching?',6,997,0.6666666666666666,0.25,0.3636363636363636
'fun movie',3,2620,0.3333333333333333,0.0769230769230769,0.125
'funniest movies',5,315,0.6,0.2,0.3
'What are some funny movies that you would recommend?',5,1533,0.8,0.25,0.3809523809523809
'funny as hell',0,378,0.0,0.0,0.0
'What are some popular movies set in the future or involving futuristic themes?',5,491,0.2,0.0769230769230769,0.1111111111111111
'What are some popular futuristic movies?',5,598,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to gambling?',5,78,0.6,0.2,0.3
'What are some popular movies related to the theme of gangs?',5,313,0.0,0.0,0.0
'What are some popular movies related to the gangster theme?',5,661,0.6,0.2,0.3
'What are some popular movies related to the theme of gangsters?',5,1224,0.6,0.2,0.3
'What are some popular movies with significant LGBTQ+ representation or themes?',6,377,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some movies featuring a prominent gay character?',5,394,0.8,0.25,0.3809523809523809
'What are some popular movies related to the geek culture or featuring geek characters?',7,151,0.1428571428571428,0.0769230769230769,0.1
'What are some popular movies featuring geek characters or related to geek culture?',7,188,0.1428571428571428,0.0769230769230769,0.1
'What are some popular movies related to the theme of genetics?',5,78,0.4,0.1428571428571428,0.2105263157894736
'What are some movies featuring individuals with exceptional intelligence or creative genius?',6,49,0.5,0.2,0.2857142857142857
'What are some movies that deal with the theme of genocide?',5,230,0.6,0.2,0.3
'What are some movies related to the work of George Orwell?',5,19,0.2,0.0769230769230769,0.1111111111111111
'What are some popular German movies?',5,314,0.2,0.0769230769230769,0.1111111111111111
'What are some popular German movies or films that have gained significant recognition?',5,307,0.0,0.0,0.0
'What are some popular movies related to the theme of ghosts?',5,255,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies related to the themes of ghosts and afterlife?',5,94,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies featuring giant robots?',5,118,0.6,0.2,0.3
'What are some movies directed by Terry Gilliam?',5,22,0.6,0.2,0.3
'girlie movie',5,1073,0.8,0.25,0.3809523809523809
'Can you recommend a few popular movies that represent or celebrate the LGBTQ+ community?',5,163,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that address the issue of global warming?',5,50,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies related to the theme of God or spirituality?',5,309,0.6,0.2,0.3
'golden palm',3,1813,0.6666666666666666,0.1428571428571428,0.2352941176470588
'What are some popular movies related to the sport of golf?',5,34,0.6,0.2,0.3
'What are some good movies that people generally enjoy?',17,3881,0.2352941176470588,0.25,0.2424242424242424
'good acting',5,1488,0.4,0.1428571428571428,0.2105263157894736
'good action',4,1350,0.75,0.2,0.3157894736842105
'What are some movies known for their good dialogue?',6,129,0.3333333333333333,0.1428571428571428,0.2
'good music',0,494,0.0,0.0,0.0
'good romantic comedies',5,203,0.8,0.25,0.3809523809523809
'good sequel',3,378,0.3333333333333333,0.0769230769230769,0.125
'good soundtrack',3,4213,1.0,0.2,0.3333333333333333
'good story',0,67,0.0,0.0,0.0
'good versus evil',4,324,0.0,0.0,0.0
'What are some popular movies featuring the character Goofy?',6,1097,0.0,0.0,0.0
'What are some popular movies with a significant amount of gore or violence?',7,338,0.2857142857142857,0.1428571428571428,0.1904761904761904
'goretastic',3,165,0.3333333333333333,0.0769230769230769,0.125
'What are some examples of gory movies?',5,846,0.4,0.1428571428571428,0.2105263157894736
'What are some popular goth-related movies?',6,227,0.5,0.2,0.2857142857142857
'What are some popular gothic movies?',6,215,0.5,0.2,0.2857142857142857
'What are some movies related to graphic design?',5,85,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies based on graphic novels?',8,306,0.625,0.2941176470588235,0.4
'What are some movies that feature gratuitous violence?',5,379,0.6,0.2,0.3
'What are some popular movies considered as great in the film industry?',7,3346,0.5714285714285714,0.25,0.3478260869565217
'What are some movies known for their great acting performances?',5,2621,0.6,0.2,0.3
'What are some movies known for their great cinematography?',5,360,0.4,0.1428571428571428,0.2105263157894736
'What are some movies known for their great dialogue?',5,251,0.6,0.2,0.3
'What are some movies known for having great endings?',7,4646,0.2857142857142857,0.1428571428571428,0.1904761904761904
'What are some great movie recommendations?',10,2241,0.4,0.25,0.3076923076923077
'What are some movies known for having great music?',8,277,0.5,0.25,0.3333333333333333
'What are some movies known for having a great soundtrack?',6,349,0.6666666666666666,0.25,0.3636363636363636
'What are some movies related to the theme of greed?',5,3085,0.8,0.25,0.3809523809523809
'What are some examples of movies with a grim or dark theme?',5,765,0.4,0.1428571428571428,0.2105263157894736
'grindhouse',7,782,0.0,0.0,0.0
'gritty',5,635,0.8,0.25,0.3809523809523809
'What are some popular movies with a gross-out theme?',5,42,0.2,0.0769230769230769,0.1111111111111111
'What are some examples of gruesome movies?',5,282,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that deal with the theme of guilt?',5,875,0.2,0.0769230769230769,0.1111111111111111
'guilty pleasure',0,39,0.0,0.0,0.0
'What are some movies related to the Gulf War?',5,40,0.6,0.2,0.3
'What are some popular movies featuring gunfights as a significant aspect?',7,1474,0.5714285714285714,0.25,0.3478260869565217
'What are some popular movies featuring prominently the use of guns?',5,254,0.8,0.25,0.3809523809523809
'gypsy accent',3,15,0.0,0.0,0.0
'What are some popular movies related to the theme of hackers?',6,35,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some popular movies that involve hacking as a significant aspect of the plot?',6,56,0.6666666666666666,0.25,0.3636363636363636
'What are some popular movies related to the theme of Halloween?',5,73,0.4,0.1428571428571428,0.2105263157894736
'hallucinatory',0,209,0.0,0.0,0.0
'What are some movies that feature the use of a handycam or have a storyline related to the handycam?',5,56,0.4,0.1428571428571428,0.2105263157894736
'What is a famous movie character associated with the tag 'Hannibal Lecter'?',1,5,0.0,0.0,0.0
'What are some movies with a happy ending related to the theme of finding love and overcoming challenges?',5,1476,0.6,0.2,0.3
'hard to watch',3,144,0.3333333333333333,0.0769230769230769,0.125
'What is a popular movie series related to the Harry Potter tag?',5,14,0.2,0.0769230769230769,0.1111111111111111
'Harsh',0,1978,0.0,0.0,0.0
'What are some popular movies related to the haunted house theme?',5,200,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies set in Hawaii?',8,48,0.75,0.3333333333333333,0.4615384615384615
'Can you recommend a heartbreaking movie that has left a deep emotional impact on viewers?',4,777,0.25,0.0769230769230769,0.1176470588235294
'Can you recommend a heartwarming movie that can bring joy and positivity?',5,654,0.6,0.2,0.3
'heist',5,338,0.6,0.2,0.3
'What are some movies related to the theme of heroin addiction?',5,61,0.8,0.25,0.3809523809523809
'What are some popular movies featuring a strong female protagonist or heroine character?',7,21,0.0,0.0,0.0
'heroine in tight suit',5,20,0.2,0.0769230769230769,0.1111111111111111
'What are some popular high fantasy movies?',6,194,0.1666666666666666,0.0769230769230769,0.1052631578947368
'What are some popular movies related to the high school theme?',10,517,0.9,0.4285714285714285,0.5806451612903225
'What are some highly quotable movies?',6,927,0.5,0.2,0.2857142857142857
'What are some hilarious movies that you would recommend?',5,874,0.8,0.25,0.3809523809523809
'What are some hilarious movies that you would recommend?',5,28,0.0,0.0,0.0
'What are some popular movies related to hip hop culture?',5,381,1.0,0.2941176470588235,0.4545454545454545
'What are some popular historical movies that have made a significant impact on the film industry?',6,637,0.6666666666666666,0.25,0.3636363636363636
'What are some popular movies that have a significant historical context or are based on true events?',6,587,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some movies featuring hit men as main characters or significant roles?',6,431,0.3333333333333333,0.1428571428571428,0.2
'What are some popular movies directed by Alfred Hitchcock?',5,162,0.8,0.25,0.3809523809523809
'What movie franchise is associated with the hitman character?',2,641,1.0,0.1428571428571428,0.25
'What are some popular Hollywood movies?',8,52,0.0,0.0,0.0
'holocaust',5,118,0.4,0.1428571428571428,0.2105263157894736
'What are some movies related to the theme of homelessness?',5,186,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that address or portray the theme of homophobia?',5,154,0.6,0.2,0.3
'What are some movies with themes or characters that represent honesty?',5,1059,0.2,0.0769230769230769,0.1111111111111111
'What are some popular Hong Kong movies?',5,164,0.2,0.0769230769230769,0.1111111111111111
'What are some examples of movies with a horrible theme or plot?',5,658,0.8,0.25,0.3809523809523809
'What are some popular horror movies?',8,1160,0.5,0.25,0.3333333333333333
'What are some popular movies featuring horses as a significant element?',5,81,0.8,0.25,0.3809523809523809
'What are some popular movies related to the theme of hospitals or medical settings?',6,518,0.5,0.2,0.2857142857142857
'hostage',4,108,0.75,0.2,0.3157894736842105
'What are some popular movies related to the theme of a hotel?',5,507,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that explore the theme of humanity and its impact on society?',5,356,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies with a strong sense of humor?',5,665,0.8,0.25,0.3809523809523809
'What are some humorous movies that you can recommend?',5,1194,0.8,0.25,0.3809523809523809
'What are some popular movies related to the theme of hunting?',5,148,0.0,0.0,0.0
'What are some movies that portray or explore the theme of idealism?',5,1021,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies that explore the theme of identity?',5,469,0.6,0.2,0.3
'What are some movies that explore the theme of humanity and its impact on society?',5,356,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies with a strong sense of humor?',5,665,0.8,0.25,0.3809523809523809
'What are some humorous movies that you can recommend?',8,1194,0.75,0.3333333333333333,0.4615384615384615
'What are some popular movies related to the theme of hunting?',7,148,0.0,0.0,0.0
'What are some movies that portray or explore the theme of idealism?',5,1021,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies that explore the theme of identity?',5,469,0.4,0.1428571428571428,0.2105263157894736
'What are some examples of movies with an idiotic theme or plot?',5,889,0.6,0.2,0.3
'Imaginary Friend',0,41,0.0,0.0,0.0
'Imagination in movies',5,684,0.2,0.0769230769230769,0.1111111111111111
'What are the top 250 movies on IMDb and can you provide some examples?',13,2090,0.4615384615384615,0.3333333333333333,0.3870967741935484
'Immigrants in movies',5,88,0.6,0.2,0.3
'What are some movies that explore the theme of immortality?',5,354,0.6,0.2,0.3
'Incest in movies',5,93,0.2,0.0769230769230769,0.1111111111111111
'What are some popular independent films that gained critical acclaim?',5,2633,0.2,0.0769230769230769,0.1111111111111111
'What are some popular Indian movies that have gained significant recognition and appreciation?',6,103,0.6666666666666666,0.25,0.3636363636363636
'What is an example of a movie related to the Indiana Jones franchise?',1,18,1.0,0.0769230769230769,0.1428571428571428
'What are some popular movies related to the theme of Indians?',5,384,0.6,0.2,0.3
'What are some popular indie movies that have gained critical acclaim?',5,576,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that deal with the theme of infidelity?',5,356,0.8,0.25,0.3809523809523809
'Innocence Lost',3,180,0.0,0.0,0.0
'What are some movies related to the theme of insanity?',5,1062,0.8,0.25,0.3809523809523809
'Inspirational movies',5,357,0.4,0.1428571428571428,0.2105263157894736
'What are some inspiring movies that have left a lasting impact on people?',6,250,0.5,0.2,0.2857142857142857
'Intellectual movies',5,549,0.6,0.2,0.3
'What are some intelligent movies that showcase thought-provoking plots and characters?',6,252,0.5,0.2,0.2857142857142857
'What are some intelligent sci-fi movies that you would recommend?',5,106,0.4,0.1428571428571428,0.2105263157894736
'intense',4,2336,0.5,0.1428571428571428,0.2222222222222222
'What are some interesting movies that you would recommend?',5,1990,0.6,0.2,0.3
'What are some popular movies that have a significant internet or technology-related theme?',8,386,0.125,0.0769230769230769,0.0952380952380952
'Interracial romance movies',5,114,0.6,0.2,0.3
'Can you suggest a few intimate movies that explore deep emotional connections between characters?',8,2157,0.875,0.3684210526315789,0.5185185185185185
'Investigation',0,913,0.0,0.0,0.0
'What are some popular movies related to Iran or featuring Iranian characters or themes?',5,42,0.8,0.25,0.3809523809523809
'What are some popular movies related to the Iraq war or its aftermath?',5,87,0.4,0.1428571428571428,0.2105263157894736
'What are some movies related to the Iraq War?',5,52,0.8,0.25,0.3809523809523809
'What are some popular movies related to Ireland?',5,112,0.2,0.0769230769230769,0.1111111111111111
'Can you recommend any popular Irish movies?',5,137,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies featuring actors with Irish accents?',5,314,0.4,0.1428571428571428,0.2105263157894736
'Ironic movies',4,233,0.25,0.0769230769230769,0.1176470588235294
'What are some examples of irreverent movies?',5,256,0.8,0.25,0.3809523809523809
'islam',4,514,0.5,0.1428571428571428,0.2222222222222222
'Island-related movies',11,289,0.2727272727272727,0.2,0.2307692307692307
'Isolation-themed movies',5,129,1.0,0.2941176470588235,0.4545454545454545
'israel',4,145,0.25,0.0769230769230769,0.1176470588235294
'Italian movies',5,86,0.0,0.0,0.0
'Italy-related movies',6,103,0.3333333333333333,0.1428571428571428,0.2
'What is a famous James Bond movie?',3,31,0.3333333333333333,0.0769230769230769,0.125
'What are some popular movie adaptations of Jane Austen's novels?',5,19,0.6,0.2,0.3
'What are some popular Japanese movies or filmmakers?',18,387,0.2222222222222222,0.25,0.2352941176470588
'What are some popular Japanese movies?',5,229,0.0,0.0,0.0
'What are some movies related to the characters Jay and Silent Bob?',7,18,0.8571428571428571,0.3333333333333333,0.48
'What are some popular movies related to jazz?',5,70,0.8,0.25,0.3809523809523809
'What are some popular movies related to the theme of Jesus Christ?',5,118,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies with Jewish themes or featuring Jewish characters?',6,156,0.3333333333333333,0.1428571428571428,0.2
'What are some notable movies featuring Jewish characters or themes?',6,261,0.5,0.2,0.2857142857142857
'What are some popular movies related to the theme of journalism?',5,131,0.8,0.25,0.3809523809523809
'What are some movies related to Judaism?',5,94,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the jungle theme?',5,204,1.0,0.2941176470588235,0.4545454545454545
'What are some popular movies related to the theme of justice?',6,1272,0.5,0.2,0.2857142857142857
'kick-butt women',6,47,0.0,0.0,0.0
'What are some popular movies related to the theme of kidnapping?',7,429,0.5714285714285714,0.25,0.3478260869565217
'What are some popular kids' movies?',5,684,0.6,0.2,0.3
'What are some popular movies suitable for kids and family?',6,596,0.6666666666666666,0.25,0.3636363636363636
'king arthur',4,16,0.75,0.2,0.3157894736842105
'What are some notable movies directed by Stanley Kubrick?',5,16,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the kung fu genre?',5,224,0.2,0.0769230769230769,0.1111111111111111
'What are some notable movies directed by Akira Kurosawa?',5,39,0.6,0.2,0.3
'lame',2,404,0.0,0.0,0.0
'What are some popular movies set in Las Vegas?',8,126,0.75,0.3333333333333333,0.4615384615384615
'What are some popular movies related to Latin America?',5,148,0.0,0.0,0.0
'What are some popular movies featuring lawyers as main characters or significant roles?',10,302,0.8,0.4,0.5333333333333333
'What are some popular movies featuring lawyers as main characters or significant roles?',10,215,0.7,0.3684210526315789,0.4827586206896551
'What are some popular movies featuring lesbian characters or storylines?',6,149,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some popular movies that revolve around the theme of life?',5,1056,0.4,0.1428571428571428,0.2105263157894736
'life & death',3,1797,0.3333333333333333,0.0769230769230769,0.125
'life philosophy',0,2093,0.0,0.0,0.0
'What are some popular movies related to the theme of light?',7,1918,0.2857142857142857,0.1428571428571428,0.1904761904761904
'What are some popular movies featuring lions as characters or in the storyline?',5,73,0.4,0.1428571428571428,0.2105263157894736
'What are some popular literary adaptations in the movie industry?',5,162,0.0,0.0,0.0
'What are some popular movies adapted from literature?',5,481,0.2,0.0769230769230769,0.1111111111111111
'What are some movies featuring Liv Tyler?',7,23,0.2857142857142857,0.1428571428571428,0.1904761904761904
'What are some popular movies set in London?',7,479,0.5714285714285714,0.25,0.3478260869565217
'lone hero',3,721,0.3333333333333333,0.0769230769230769,0.125
'Can you recommend a movie that portrays the theme of loneliness in a compelling way?',3,2215,0.6666666666666666,0.1428571428571428,0.2352941176470588
'What are some examples of long movies that have captivated audiences?',4,292,0.75,0.2,0.3157894736842105
'What are some popular movies set in Los Angeles?',5,362,1.0,0.2941176470588235,0.4545454545454545
'love story',4,1520,0.75,0.2,0.3157894736842105
'love triangles',5,124,0.4,0.1428571428571428,0.2105263157894736
'low budget movies',5,611,0.8,0.25,0.3809523809523809
'What are some movies directed by David Lynch?',7,121,0.8571428571428571,0.3333333333333333,0.48
'Can you suggest a lyrical movie that has a captivating soundtrack and storyline?',2,374,0.0,0.0,0.0
'What are some popular movies with a macabre theme?',7,817,0.1428571428571428,0.0769230769230769,0.1
'What are some popular movies featuring a mad scientist character?',7,439,0.7142857142857143,0.2941176470588235,0.4166666666666667
'What are some popular movies made for TV?',7,3,0.0,0.0,0.0
'What are some popular movies related to the mafia theme?',5,238,0.6,0.2,0.3
'What are some popular movies related to the theme of magic?',5,359,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies that fall under the genre of magic realism?',8,143,0.25,0.1428571428571428,0.1818181818181818
'Male nudity in movies',7,1006,0.2857142857142857,0.1428571428571428,0.1904761904761904
'What are some movies that involve a conflict between man and machine?',7,32,0.4285714285714285,0.2,0.2727272727272727
'What are some movies that involve manipulation as a central theme or plot device?',7,755,0.4285714285714285,0.2,0.2727272727272727
'What are some movies related to the theme of marijuana?',5,128,1.0,0.2941176470588235,0.4545454545454545
'What are some popular movies that involve or revolve around the theme of marriage?',7,521,0.1428571428571428,0.0769230769230769,0.1
'What are some popular movies related to Mars or set on the planet Mars?',5,177,1.0,0.2941176470588235,0.4545454545454545
'What are some popular martial arts movies?',8,289,0.25,0.1428571428571428,0.1818181818181818
'marvel',15,76,0.7333333333333333,0.4782608695652174,0.5789473684210527
'What are some popular movies featuring the Marx Brothers?',7,11,0.4285714285714285,0.2727272727272727,0.3333333333333332
'What are some examples of movies considered masterpieces in the film industry?',7,1238,0.4285714285714285,0.2,0.2727272727272727
'Can you recommend a movie that has a significant role of mathematics in its plot?',2,39,1.0,0.1428571428571428,0.25
'What are some movies related to mathematics?',5,28,0.6,0.2,0.3
'What are some popular movies related to the theme of mazes or labyrinths?',5,71,0.4,0.1428571428571428,0.2105263157894736
'What are some popular medieval-themed movies?',5,188,0.6,0.2,0.3
'What are some meditative movies that focus on inner reflection and mindfulness?',7,753,0.4285714285714285,0.2,0.2727272727272727
'Can you recommend a melancholic movie that evokes deep emotions and showcases a somber atmosphere?',4,3162,0.75,0.2,0.3157894736842105
'What are some movies that depict or are related to the theme of melancholy?',5,1261,0.8,0.25,0.3809523809523809
'What are some popular movies that involve the theme of memory or have a significant memory-related plot?',5,252,1.0,0.2941176470588235,0.4545454545454545
'What are some movies that deal with the theme of memory loss?',5,131,0.8,0.25,0.3809523809523809
'mental hospital',4,43,0.5,0.1428571428571428,0.2222222222222222
'What are some movies that deal with the theme of mental illness?',5,574,0.8,0.25,0.3809523809523809
'Can you recommend a movie where a character serves as a mentor to another character?',5,6785,0.6,0.2,0.3
'Can you recommend a movie that explores metaphysical themes?',3,78,0.3333333333333333,0.0769230769230769,0.125
'What are some popular movies set in Mexico or featuring Mexican culture?',9,91,0.4444444444444444,0.25,0.32
'What are some popular movies related to the Middle East?',5,138,0.6,0.2,0.3
'midlife crisis',6,205,0.5,0.2,0.2857142857142857
'What are some popular movies related to the military theme?',5,274,0.8,0.25,0.3809523809523809
'What are some mind-bending movies that can be considered as mindfucks?',8,268,0.75,0.3333333333333333,0.4615384615384615
'What are some popular movies related to the mining industry or mining themes?',8,43,0.25,0.1428571428571428,0.1818181818181818
'What are some movies related to the state of Minnesota?',5,22,0.4,0.1428571428571428,0.2105263157894736
'What movie has a plot related to a mission from God?',2,14,0.0,0.0,0.0
'What are some popular movies that involve a case of mistaken identity?',5,154,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies directed by Hayao Miyazaki?',5,21,0.0,0.0,0.0
'What are some popular movies related to the theme of 'mob'?',6,390,0.5,0.2,0.2857142857142857
'mockumentary',5,70,0.2,0.0769230769230769,0.1111111111111111
'What are some popular modern fantasy movies?',5,114,0.0,0.0,0.0
'What are some popular movies related to the theme of money?',5,109,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies featuring monkeys as characters or main themes?',8,19,0.25,0.1428571428571428,0.1818181818181818
'What are some popular movies related to the theme of monsters?',6,552,0.6666666666666666,0.25,0.3636363636363636
'What are some popular movies featuring monsters as main characters or themes?',6,268,0.5,0.2,0.2857142857142857
'What are some popular movies related to Monty Python?',5,8,0.2,0.125,0.1538461538461538
'What are some moody movies that depict complex emotions and atmospheres?',6,298,0.0,0.0,0.0
'What are some popular movies related to the theme of the moon?',6,33,0.6666666666666666,0.25,0.3636363636363636
'What are some movie examples that explore the theme of moral ambiguity?',5,626,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that explore the theme of morality?',5,345,0.2,0.0769230769230769,0.1111111111111111
'What are some movies that focus on the mother-daughter relationship?',5,74,0.4,0.1428571428571428,0.2105263157894736
'What are some movies that focus on the mother-son relationship?',5,106,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies featuring motorcycles as a significant element?',8,135,0.625,0.2941176470588235,0.4
'What are some popular movies related to mountain climbing?',5,18,0.8,0.25,0.3809523809523809
'What are some popular movies related to the movie business industry?',7,27,0.0,0.0,0.0
'What are some popular movies from the Movielens top pick list?',9,982,0.3333333333333333,0.2,0.25
'What are some popular movies that involve the theme of moving or relocation?',6,32,0.1666666666666666,0.0769230769230769,0.1052631578947368
'What is a movie related to Mozart?',3,61,0.3333333333333333,0.0769230769230769,0.125
'What are some popular movies related to the MTV tag?',7,10,0.1428571428571428,0.1,0.1176470588235294
'What are some movies with multiple storylines?',5,282,1.0,0.2941176470588235,0.4545454545454545
'What are some popular movies related to the theme of 'mummy'?',5,35,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies featuring the Muppets?',5,13,0.2,0.0769230769230769,0.1111111111111111
'What are some popular movies related to the theme of murder?',8,2229,0.5,0.25,0.3333333333333333
'murder mystery',5,540,0.6,0.2,0.3
'What are some popular movies that feature music as a significant aspect?',5,597,0.8,0.25,0.3809523809523809
'What are some popular movies related to the music business?',5,107,0.8,0.25,0.3809523809523809
'What are some popular musical movies that people enjoy?',5,504,0.8,0.25,0.3809523809523809
'What are some movies related to musicians?',5,307,0.0,0.0,0.0
'What are some popular movies featuring mutants as main characters or significant roles?',13,184,0.4615384615384615,0.3333333333333333,0.3870967741935484
'What are some popular mystery movies that you can recommend?',5,641,0.6,0.2,0.3
'What are some popular movies related to mythology?',8,529,0.125,0.0769230769230769,0.0952380952380952
'Can you suggest a movie that has a narration or is narrated in a unique way?',3,1615,1.0,0.2,0.3333333333333333
'What are some popular movies related to NASA or space exploration?',5,82,0.6,0.2,0.3
'What are some movies that feature Native American characters or storylines?',5,101,0.4,0.1428571428571428,0.2105263157894736
'What are some popular movies related to the theme of natural disasters?',5,794,0.8,0.25,0.3809523809523809
'What are some popular movies that involve or showcase nature in their storylines?',5,36,0.2,0.0769230769230769,0.1111111111111111
'What are some movies related to the Nazi theme?',5,259,0.6,0.2,0.3
'What are some movies related to the theme of Nazis?',5,281,0.6,0.2,0.3
'What are some popular movies related to Neil Gaiman's works?',5,4,0.4,0.5,0.4444444444444445
'What are some movies related to the neo-nazis theme?',5,9,0.8,0.4444444444444444,0.5714285714285714
'What are some popular neo-noir movies?',6,290,0.8333333333333334,0.2941176470588235,0.4347826086956522
'What are some popular movies featuring nerdy characters or storylines?',6,111,0.3333333333333333,0.1428571428571428,0.2
